"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090130","GO:0090130","tissue migration","45/957","411/21288",0.109489051094891,2.43553074159669,6.37577806676539,3.57888165886294e-08,1.73933648620739e-05,1.38737316746926e-05,"ENSG00000135821/ENSG00000185950/ENSG00000163513/ENSG00000136999/ENSG00000143878/ENSG00000134318/ENSG00000126016/ENSG00000137801/ENSG00000146122/ENSG00000112658/ENSG00000143507/ENSG00000171132/ENSG00000169855/ENSG00000184304/ENSG00000144724/ENSG00000113140/ENSG00000092969/ENSG00000118257/ENSG00000100092/ENSG00000126561/ENSG00000162407/ENSG00000100292/ENSG00000123358/ENSG00000139567/ENSG00000102760/ENSG00000067900/ENSG00000117461/ENSG00000166974/ENSG00000165633/ENSG00000196411/ENSG00000121879/ENSG00000112715/ENSG00000164171/ENSG00000107104/ENSG00000061273/ENSG00000171608/ENSG00000179388/ENSG00000163430/ENSG00000148400/ENSG00000198793/ENSG00000171862/ENSG00000145632/ENSG00000164619/ENSG00000185551/ENSG00000179295",45
"GO:0060840","GO:0060840","artery development","21/957","118/21288",0.177966101694915,3.95876945964614,6.99238819132063,6.20708055552864e-08,2.76525438748801e-05,2.20569152021461e-05,"ENSG00000124766/ENSG00000122877/ENSG00000163513/ENSG00000116132/ENSG00000175197/ENSG00000112658/ENSG00000168542/ENSG00000164442/ENSG00000169855/ENSG00000092969/ENSG00000139567/ENSG00000112715/ENSG00000174697/ENSG00000129038/ENSG00000107882/ENSG00000104313/ENSG00000106571/ENSG00000168214/ENSG00000148400/ENSG00000101384/ENSG00000057657",21
"GO:0043434","GO:0043434","response to peptide hormone","48/957","470/21288",0.102127659574468,2.27178016407657,6.0488846489568,1.09059428139781e-07,4.48485925257899e-05,3.57732585744334e-05,"ENSG00000108821/ENSG00000116285/ENSG00000185950/ENSG00000163884/ENSG00000122877/ENSG00000150907/ENSG00000132356/ENSG00000134243/ENSG00000003402/ENSG00000177674/ENSG00000107562/ENSG00000134318/ENSG00000131871/ENSG00000119508/ENSG00000130513/ENSG00000070808/ENSG00000168542/ENSG00000132155/ENSG00000168610/ENSG00000163083/ENSG00000184304/ENSG00000145675/ENSG00000095637/ENSG00000135679/ENSG00000126561/ENSG00000130766/ENSG00000168461/ENSG00000123358/ENSG00000173757/ENSG00000067900/ENSG00000117461/ENSG00000233608/ENSG00000121879/ENSG00000140443/ENSG00000174697/ENSG00000107104/ENSG00000155897/ENSG00000123612/ENSG00000149212/ENSG00000182621/ENSG00000198793/ENSG00000096968/ENSG00000163069/ENSG00000146247/ENSG00000101255/ENSG00000147140/ENSG00000121691/ENSG00000179295",48
"GO:0048041","GO:0048041","focal adhesion assembly","18/957","94/21288",0.191489361702128,4.25958780764357,6.87153835995961,1.70849880309208e-07,6.11416435689809e-05,4.87693303597262e-05,"ENSG00000173517/ENSG00000134318/ENSG00000137801/ENSG00000243244/ENSG00000095637/ENSG00000073712/ENSG00000139567/ENSG00000168309/ENSG00000103647/ENSG00000067900/ENSG00000137076/ENSG00000112715/ENSG00000164171/ENSG00000198728/ENSG00000035403/ENSG00000184009/ENSG00000156232/ENSG00000171862",18
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","46/957","448/21288",0.102678571428571,2.28403493058665,5.95937640082499,1.71553433134065e-07,6.11416435689809e-05,4.87693303597262e-05,"ENSG00000163513/ENSG00000157110/ENSG00000164105/ENSG00000102804/ENSG00000136999/ENSG00000182197/ENSG00000137801/ENSG00000130513/ENSG00000049323/ENSG00000168542/ENSG00000159840/ENSG00000070404/ENSG00000174136/ENSG00000164442/ENSG00000128045/ENSG00000170365/ENSG00000168610/ENSG00000163083/ENSG00000242265/ENSG00000168556/ENSG00000092969/ENSG00000134363/ENSG00000138604/ENSG00000147883/ENSG00000073712/ENSG00000198369/ENSG00000150593/ENSG00000139567/ENSG00000142871/ENSG00000125965/ENSG00000123610/ENSG00000140682/ENSG00000143869/ENSG00000158747/ENSG00000123612/ENSG00000168214/ENSG00000163430/ENSG00000148400/ENSG00000096968/ENSG00000096384/ENSG00000118707/ENSG00000101460/ENSG00000102935/ENSG00000064393/ENSG00000164619/ENSG00000135414",46
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","20/957","115/21288",0.173913043478261,3.86861114897097,6.69211248439744,1.88712252781673e-07,6.24345582920394e-05,4.98006174101742e-05,"ENSG00000163513/ENSG00000102804/ENSG00000137801/ENSG00000164442/ENSG00000168556/ENSG00000092969/ENSG00000138604/ENSG00000147883/ENSG00000139567/ENSG00000142871/ENSG00000125965/ENSG00000140682/ENSG00000143869/ENSG00000168214/ENSG00000148400/ENSG00000096968/ENSG00000096384/ENSG00000102935/ENSG00000064393/ENSG00000164619",20
"GO:0007044","GO:0007044","cell-substrate junction assembly","19/957","105/21288",0.180952380952381,4.02519779071503,6.74199645418752,1.99368339296493e-07,6.24345582920394e-05,4.98006174101742e-05,"ENSG00000135862/ENSG00000173517/ENSG00000134318/ENSG00000137801/ENSG00000243244/ENSG00000095637/ENSG00000073712/ENSG00000139567/ENSG00000168309/ENSG00000103647/ENSG00000067900/ENSG00000137076/ENSG00000112715/ENSG00000164171/ENSG00000198728/ENSG00000035403/ENSG00000184009/ENSG00000156232/ENSG00000171862",19
"GO:0003170","GO:0003170","heart valve development","16/957","76/21288",0.210526315789474,4.68305560138591,6.97843585638539,2.10217367986665e-07,6.24345582920394e-05,4.98006174101742e-05,"ENSG00000124766/ENSG00000163513/ENSG00000134318/ENSG00000169855/ENSG00000092969/ENSG00000135679/ENSG00000166341/ENSG00000168646/ENSG00000142871/ENSG00000067900/ENSG00000154736/ENSG00000168214/ENSG00000148400/ENSG00000198793/ENSG00000101384/ENSG00000057657",16
"GO:0110053","GO:0110053","regulation of actin filament organization","35/957","299/21288",0.117056856187291,2.60387288873046,6.05959356160554,2.38991384850603e-07,6.72446286005961e-05,5.36373462620385e-05,"ENSG00000132970/ENSG00000162704/ENSG00000179820/ENSG00000162643/ENSG00000107562/ENSG00000134318/ENSG00000170989/ENSG00000141298/ENSG00000172403/ENSG00000146122/ENSG00000079691/ENSG00000197872/ENSG00000171132/ENSG00000145675/ENSG00000197321/ENSG00000071127/ENSG00000100092/ENSG00000073712/ENSG00000160460/ENSG00000163171/ENSG00000197045/ENSG00000102760/ENSG00000103647/ENSG00000067900/ENSG00000165533/ENSG00000121879/ENSG00000107104/ENSG00000163431/ENSG00000125868/ENSG00000198793/ENSG00000184009/ENSG00000156232/ENSG00000186575/ENSG00000112290/ENSG00000133789",35
"GO:0046545","GO:0046545","development of primary female sexual characteristics","19/957","108/21288",0.175925925925926,3.91338674097295,6.58538041954308,3.15533381696087e-07,8.4342072927364e-05,6.72750383816236e-05,"ENSG00000118689/ENSG00000154734/ENSG00000145685/ENSG00000163661/ENSG00000214274/ENSG00000163083/ENSG00000134363/ENSG00000164305/ENSG00000173757/ENSG00000123610/ENSG00000112715/ENSG00000174697/ENSG00000106003/ENSG00000100206/ENSG00000163659/ENSG00000221829/ENSG00000148400/ENSG00000185551/ENSG00000170315",19
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","30/957","242/21288",0.12396694214876,2.75758439337807,5.96585805902048,5.06059059277898e-07,0.00012362060906454,9.86053689567114e-05,"ENSG00000108821/ENSG00000179820/ENSG00000169750/ENSG00000173517/ENSG00000134318/ENSG00000137801/ENSG00000079691/ENSG00000116962/ENSG00000113916/ENSG00000171132/ENSG00000111859/ENSG00000145675/ENSG00000073712/ENSG00000139567/ENSG00000142871/ENSG00000168309/ENSG00000103647/ENSG00000067900/ENSG00000137076/ENSG00000112715/ENSG00000130402/ENSG00000107104/ENSG00000198728/ENSG00000035403/ENSG00000148400/ENSG00000096968/ENSG00000101384/ENSG00000184009/ENSG00000186575/ENSG00000171862",30
"GO:0072001","GO:0072001","renal system development","38/957","350/21288",0.108571428571429,2.41511867442902,5.79152739985608,5.08726786273826e-07,0.00012362060906454,9.86053689567114e-05,"ENSG00000109906/ENSG00000163884/ENSG00000112837/ENSG00000124766/ENSG00000154734/ENSG00000003402/ENSG00000128342/ENSG00000182197/ENSG00000136997/ENSG00000116962/ENSG00000074047/ENSG00000170365/ENSG00000168621/ENSG00000205213/ENSG00000092969/ENSG00000125430/ENSG00000128309/ENSG00000187498/ENSG00000166341/ENSG00000179222/ENSG00000160712/ENSG00000115884/ENSG00000169031/ENSG00000165533/ENSG00000112715/ENSG00000032742/ENSG00000104313/ENSG00000081052/ENSG00000106571/ENSG00000163659/ENSG00000100360/ENSG00000148400/ENSG00000101384/ENSG00000057657/ENSG00000164619/ENSG00000106462/ENSG00000121691/ENSG00000135414",38
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","37/957","337/21288",0.109792284866469,2.44227602950615,5.79021628466159,5.44888227502331e-07,0.000126650976705542,0.000101022526755695,"ENSG00000185950/ENSG00000150907/ENSG00000132356/ENSG00000003402/ENSG00000177674/ENSG00000134318/ENSG00000131871/ENSG00000119508/ENSG00000130513/ENSG00000070808/ENSG00000132155/ENSG00000168610/ENSG00000163083/ENSG00000184304/ENSG00000145675/ENSG00000095637/ENSG00000135679/ENSG00000126561/ENSG00000168461/ENSG00000123358/ENSG00000173757/ENSG00000067900/ENSG00000117461/ENSG00000121879/ENSG00000140443/ENSG00000174697/ENSG00000107104/ENSG00000155897/ENSG00000149212/ENSG00000182621/ENSG00000198793/ENSG00000096968/ENSG00000163069/ENSG00000146247/ENSG00000101255/ENSG00000147140/ENSG00000179295",37
"GO:0003012","GO:0003012","muscle system process","47/957","482/21288",0.0975103734439834,2.16907087761287,5.63253491995184,5.69526907980624e-07,0.000126862118752684,0.000101190943167961,"ENSG00000183044/ENSG00000165995/ENSG00000163697/ENSG00000163110/ENSG00000163884/ENSG00000118689/ENSG00000150907/ENSG00000170214/ENSG00000003402/ENSG00000071282/ENSG00000134318/ENSG00000174437/ENSG00000155962/ENSG00000119508/ENSG00000112658/ENSG00000167460/ENSG00000168398/ENSG00000168621/ENSG00000049759/ENSG00000105711/ENSG00000145362/ENSG00000184304/ENSG00000129484/ENSG00000183963/ENSG00000181027/ENSG00000134769/ENSG00000122786/ENSG00000138735/ENSG00000100292/ENSG00000123358/ENSG00000175538/ENSG00000067900/ENSG00000121879/ENSG00000164171/ENSG00000174697/ENSG00000104936/ENSG00000165895/ENSG00000092841/ENSG00000163431/ENSG00000170624/ENSG00000130529/ENSG00000131730/ENSG00000148400/ENSG00000198793/ENSG00000156804/ENSG00000163399/ENSG00000106462",47
"GO:0003179","GO:0003179","heart valve morphogenesis","14/957","63/21288",0.222222222222222,4.94322535701846,6.80035918257329,5.97680598714756e-07,0.000127808019229164,0.000101945436016568,"ENSG00000124766/ENSG00000163513/ENSG00000134318/ENSG00000169855/ENSG00000092969/ENSG00000135679/ENSG00000166341/ENSG00000168646/ENSG00000142871/ENSG00000067900/ENSG00000154736/ENSG00000148400/ENSG00000198793/ENSG00000101384",14
"GO:0031669","GO:0031669","cellular response to nutrient levels","31/957","258/21288",0.12015503875969,2.67279045466696,5.86496719194276,6.53718363495873e-07,0.000134414552740344,0.000107215104879424,"ENSG00000108821/ENSG00000135821/ENSG00000118689/ENSG00000150907/ENSG00000132356/ENSG00000077254/ENSG00000134294/ENSG00000106615/ENSG00000112658/ENSG00000106617/ENSG00000070669/ENSG00000163083/ENSG00000184304/ENSG00000162772/ENSG00000135679/ENSG00000147883/ENSG00000130766/ENSG00000168309/ENSG00000085415/ENSG00000140443/ENSG00000174697/ENSG00000124762/ENSG00000070540/ENSG00000149212/ENSG00000197442/ENSG00000019186/ENSG00000170836/ENSG00000198793/ENSG00000204371/ENSG00000101460/ENSG00000103257",31
"GO:0008585","GO:0008585","female gonad development","18/957","104/21288",0.173076923076923,3.85001205690861,6.32110801839793,8.24403260940157e-07,0.000163231845666151,0.000130201076415929,"ENSG00000118689/ENSG00000154734/ENSG00000163661/ENSG00000214274/ENSG00000163083/ENSG00000134363/ENSG00000164305/ENSG00000173757/ENSG00000123610/ENSG00000112715/ENSG00000174697/ENSG00000106003/ENSG00000100206/ENSG00000163659/ENSG00000221829/ENSG00000148400/ENSG00000185551/ENSG00000170315",18
"GO:0070482","GO:0070482","response to oxygen levels","40/957","387/21288",0.103359173126615,2.29917458465975,5.59594316164451,9.18132320250797e-07,0.000168507896501646,0.000134409492336261,"ENSG00000108821/ENSG00000183044/ENSG00000162692/ENSG00000124766/ENSG00000118689/ENSG00000150907/ENSG00000132356/ENSG00000003402/ENSG00000128342/ENSG00000177674/ENSG00000107562/ENSG00000134318/ENSG00000137801/ENSG00000136997/ENSG00000112658/ENSG00000165272/ENSG00000164442/ENSG00000171132/ENSG00000214274/ENSG00000092969/ENSG00000129484/ENSG00000135679/ENSG00000164305/ENSG00000100292/ENSG00000124440/ENSG00000139567/ENSG00000102760/ENSG00000112715/ENSG00000110090/ENSG00000164171/ENSG00000174697/ENSG00000124762/ENSG00000119772/ENSG00000148400/ENSG00000198793/ENSG00000147140/ENSG00000101460/ENSG00000064393/ENSG00000103257/ENSG00000121691",40
"GO:1901653","GO:1901653","cellular response to peptide","42/957","417/21288",0.100719424460432,2.240454658217,5.55023180226646,9.77354648927798e-07,0.000168507896501646,0.000134409492336261,"ENSG00000162692/ENSG00000116584/ENSG00000185950/ENSG00000163884/ENSG00000118689/ENSG00000150907/ENSG00000132356/ENSG00000003402/ENSG00000177674/ENSG00000134318/ENSG00000131871/ENSG00000119508/ENSG00000130513/ENSG00000070808/ENSG00000132155/ENSG00000168610/ENSG00000163083/ENSG00000184304/ENSG00000145675/ENSG00000095637/ENSG00000135679/ENSG00000126561/ENSG00000168461/ENSG00000123358/ENSG00000173757/ENSG00000067900/ENSG00000117461/ENSG00000121879/ENSG00000140443/ENSG00000174697/ENSG00000107104/ENSG00000133216/ENSG00000155897/ENSG00000149212/ENSG00000182621/ENSG00000198793/ENSG00000096968/ENSG00000163069/ENSG00000146247/ENSG00000101255/ENSG00000147140/ENSG00000179295",42
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","33/957","290/21288",0.113793103448276,2.53127229488704,5.6963450323494,9.97323362884137e-07,0.000168507896501646,0.000134409492336261,"ENSG00000108821/ENSG00000135821/ENSG00000162692/ENSG00000118689/ENSG00000150907/ENSG00000132356/ENSG00000077254/ENSG00000134294/ENSG00000089041/ENSG00000106615/ENSG00000112658/ENSG00000106617/ENSG00000070669/ENSG00000163083/ENSG00000184304/ENSG00000162772/ENSG00000135679/ENSG00000147883/ENSG00000130766/ENSG00000168309/ENSG00000085415/ENSG00000140443/ENSG00000174697/ENSG00000124762/ENSG00000070540/ENSG00000149212/ENSG00000197442/ENSG00000019186/ENSG00000170836/ENSG00000198793/ENSG00000204371/ENSG00000101460/ENSG00000103257",33
"GO:0008154","GO:0008154","actin polymerization or depolymerization","27/957","211/21288",0.127962085308057,2.84645441174286,5.84802537282143,9.97927351966457e-07,0.000168507896501646,0.000134409492336261,"ENSG00000132970/ENSG00000162704/ENSG00000179820/ENSG00000107562/ENSG00000141298/ENSG00000146122/ENSG00000079691/ENSG00000197872/ENSG00000171132/ENSG00000214274/ENSG00000197321/ENSG00000071127/ENSG00000100092/ENSG00000160460/ENSG00000163171/ENSG00000198736/ENSG00000168309/ENSG00000121879/ENSG00000107104/ENSG00000163431/ENSG00000125868/ENSG00000198793/ENSG00000096968/ENSG00000204991/ENSG00000112290/ENSG00000133816/ENSG00000133789",27
"GO:0150116","GO:0150116","regulation of cell-substrate junction organization","15/957","75/21288",0.2,4.44890282131662,6.49148969579723,1.00865183091146e-06,0.000168507896501646,0.000134409492336261,"ENSG00000173517/ENSG00000134318/ENSG00000137801/ENSG00000145675/ENSG00000073712/ENSG00000139567/ENSG00000168309/ENSG00000067900/ENSG00000166974/ENSG00000137076/ENSG00000112715/ENSG00000198728/ENSG00000035403/ENSG00000184009/ENSG00000171862",15
"GO:0034284","GO:0034284","response to monosaccharide","29/957","240/21288",0.120833333333333,2.68787878787879,5.70525798396103,1.3262699032688e-06,0.000214855724329546,0.000171378608553171,"ENSG00000108821/ENSG00000135821/ENSG00000185950/ENSG00000124766/ENSG00000118689/ENSG00000132356/ENSG00000119714/ENSG00000131871/ENSG00000137801/ENSG00000023909/ENSG00000112658/ENSG00000132155/ENSG00000171132/ENSG00000008130/ENSG00000225697/ENSG00000164305/ENSG00000130766/ENSG00000169031/ENSG00000121879/ENSG00000140443/ENSG00000164171/ENSG00000174697/ENSG00000155897/ENSG00000123612/ENSG00000149577/ENSG00000130529/ENSG00000182621/ENSG00000163069/ENSG00000121691",29
"GO:0051017","GO:0051017","actin filament bundle assembly","24/957","179/21288",0.134078212290503,2.98250468468153,5.77884088270554,1.70951113282191e-06,0.000268795485766645,0.000214403393159801,"ENSG00000134318/ENSG00000170989/ENSG00000172403/ENSG00000112658/ENSG00000079691/ENSG00000159840/ENSG00000111859/ENSG00000145675/ENSG00000095637/ENSG00000126878/ENSG00000122786/ENSG00000073712/ENSG00000113657/ENSG00000102760/ENSG00000168309/ENSG00000103647/ENSG00000067900/ENSG00000165533/ENSG00000148468/ENSG00000198793/ENSG00000184009/ENSG00000186575/ENSG00000204991/ENSG00000133789",24
"GO:0030336","GO:0030336","negative regulation of cell migration","41/957","416/21288",0.0985576923076923,2.19236797685074,5.3285465587678,2.27841184452456e-06,0.00033967300530941,0.000270938496959541,"ENSG00000120129/ENSG00000181467/ENSG00000118689/ENSG00000179593/ENSG00000164105/ENSG00000136999/ENSG00000162643/ENSG00000143878/ENSG00000107562/ENSG00000137801/ENSG00000112658/ENSG00000168542/ENSG00000143507/ENSG00000164442/ENSG00000168610/ENSG00000169855/ENSG00000168556/ENSG00000111859/ENSG00000137872/ENSG00000144724/ENSG00000067798/ENSG00000113657/ENSG00000100292/ENSG00000169504/ENSG00000064666/ENSG00000139567/ENSG00000102760/ENSG00000123610/ENSG00000136141/ENSG00000158747/ENSG00000173611/ENSG00000107104/ENSG00000123612/ENSG00000197381/ENSG00000035403/ENSG00000182621/ENSG00000148400/ENSG00000101384/ENSG00000186575/ENSG00000171862/ENSG00000185551",41
